P3372 1.000000 5
P2847 1.000000 6
P1469 1.000000 102
P2932 1.000000 12
P3385 1.000000 20
P3459 1.000000 6
P3382 1.000000 17
P3607 1.000000 6
P1328 1.000000 6
P2953 1.000000 8
P3536 1.000000 10
P2895 1.000000 30
P3346 1.000000 5
P2781 1.000000 5
P2531 1.000000 5
P3360 1.000000 7
P3255 1.000000 7
P1359 1.000000 37
P1356 1.000000 33
P1354 1.000000 35
P2249 1.000000 5
P3056 0.982143 55
P1482 0.978723 92
P1357 0.972222 35
P1167 0.960396 97
P3662 0.958333 23
P3407 0.955556 43
P1351 0.954545 42
P3663 0.937500 15
P3013 0.928571 13
P2316 0.921053 35
P1360 0.921053 35
P1522 0.918919 34
P2927 0.916667 11
P2830 0.916667 11
P1282 0.916667 22
P3820 0.909091 10
P3363 0.904762 19
P3487 0.900000 9
P3623 0.900000 9
P2171 0.900000 9
P2505 0.896552 26
P2415 0.888889 8
P2848 0.888889 8
P3458 0.888889 8
P3259 0.888889 8
P3815 0.888889 8
P2812 0.887324 126
P3705 0.882353 15
P1750 0.879518 73
P3008 0.875000 7
P3868 0.875000 7
P3403 0.875000 63
P3384 0.875000 14
P3760 0.873239 62
P3455 0.871795 34
P3410 0.871429 61
P1666 0.870504 484
P1755 0.865591 161
P1277 0.864407 51
P3194 0.857143 6
P2837 0.857143 6
P3370 0.857143 12
P2922 0.857143 6
P3812 0.853659 35
P3399 0.852941 29
P3381 0.850000 17
P1389 0.850000 17
P1683 0.850000 187
P2884 0.846154 11
P2503 0.846154 11
P1940 0.846154 33
P1291 0.846154 22
P2933 0.842105 16
P2528 0.842105 16
P3943 0.842105 16
P1740 0.838983 99
P1643 0.836957 231
P3409 0.833333 45
P1753 0.833333 240
P3467 0.833333 5
P3805 0.833333 5
P3115 0.833333 10
P2404 0.833333 5
P2853 0.833333 5
P3492 0.833333 10
P2136 0.833333 25
P1800 0.828753 784
P3661 0.828571 29
P3402 0.827160 67
P1121 0.826476 462
P1238 0.826087 19
P1667 0.825832 422
P3476 0.823529 28
P2544 0.823529 14
P3692 0.818182 9
P1896 0.818182 9
P2736 0.818182 9
P3408 0.818182 54
P3058 0.818182 9
P3394 0.818182 18
P1628 0.817869 238
P1734 0.806452 175
P3391 0.805556 58
P1214 0.801762 182
P1848 0.800000 8
P2971 0.800000 8
P2841 0.800000 12
P3268 0.800000 8
P3380 0.800000 8
P1362 0.798165 87
P1652 0.795918 195
P2161 0.792208 61
P2805 0.792079 80
P2886 0.791667 19
P3033 0.791304 91
P2139 0.790698 34
P1751 0.790576 151
P3412 0.783333 47
P2892 0.782609 18
P2407 0.782609 36
P3891 0.782258 97
P3850 0.780645 121
P1709 0.778426 267
P3080 0.777778 7
P3940 0.777778 7
P3361 0.777778 14
P2344 0.777293 178
P1687 0.774194 72
P3651 0.774194 24
P1681 0.773973 113
P3649 0.772727 17
P1866 0.771429 27
P3269 0.769231 20
P1993 0.769231 20
P2685 0.769231 10
P3659 0.769231 10
P1262 0.767442 33
P2582 0.766990 79
P1392 0.766667 46
P1654 0.765823 121
P1603 0.765672 513
P2133 0.764045 68
P2170 0.762887 74
P2430 0.762500 61
P3841 0.760000 19
P2079 0.758503 223
P1653 0.758503 223
P3016 0.758242 69
P1968 0.756781 837
P2163 0.756410 118
P3313 0.756098 31
P3550 0.755906 96
P3164 0.754717 80
P3127 0.753425 55
P2099 0.752809 134
P2134 0.752252 334
P1606 0.752089 540
P2488 0.750000 12
P3804 0.750000 9
P3793 0.750000 6
P2607 0.750000 6
P2992 0.750000 6
P2484 0.750000 6
P3200 0.750000 12
P3267 0.750000 27
P1784 0.750000 21
P3074 0.750000 33
P2963 0.750000 27
P2677 0.750000 6
P2019 0.748148 101
P1426 0.746269 100
P2563 0.745614 255
P3446 0.745098 38
P1631 0.745098 380
P3017 0.744186 32
P2720 0.743119 81
P3506 0.741648 333
P2089 0.741379 43
P2655 0.740260 57
P1964 0.740000 37
P3445 0.739130 51
P3539 0.739130 17
P2004 0.738667 277
P1432 0.738506 514
P1592 0.737705 315
P3225 0.737705 45
P1332 0.736842 14
P3701 0.736842 14
P2672 0.736842 14
P1693 0.736559 137
P2020 0.736364 162
P1192 0.736196 1440
P3297 0.735294 50
P2060 0.735178 186
P1703 0.734694 180
P1680 0.734104 127
P3425 0.733333 11
P3474 0.733333 11
P2421 0.733333 22
P2293 0.732558 63
P1498 0.731629 229
P1676 0.731544 109
P3048 0.731183 68
P2155 0.730769 19
P1564 0.729927 400
P3834 0.729927 100
P3450 0.729730 189
P1636 0.729679 386
P1621 0.729310 423
P2455 0.727273 8
P2791 0.727273 56
P3148 0.727273 16
P3147 0.727273 8
P2334 0.727273 8
P1685 0.726257 130
P3432 0.725275 66
P1106 0.725159 343
P1664 0.724409 184
P2722 0.724138 21
P2102 0.722689 86
P1343 0.722222 65
P2671 0.722222 26
P3054 0.722222 13
P2483 0.722222 13
P1379 0.720721 80
P3129 0.720238 121
P1689 0.720165 175
P3010 0.720000 18
P2463 0.719957 671
P1430 0.718919 266
P1741 0.718062 163
P3062 0.717949 28
P3257 0.717391 33
P3656 0.716981 38
P1048 0.716783 410
P3825 0.716667 43
P1624 0.716146 275
P2897 0.714286 5
P2696 0.714286 20
P2692 0.714286 5
P2828 0.714286 10
P2470 0.714286 5
P1959 0.714286 45
P3923 0.714286 5
P2926 0.714286 5
P2996 0.714286 5
P1287 0.714286 10
P3314 0.714286 75
P2041 0.714286 10
P1247 0.714286 5
P3066 0.714286 20
P1617 0.713889 514
P3528 0.709677 88
P3758 0.709091 39
P2295 0.708609 107
P2436 0.708333 255
P2399 0.708333 17
P2794 0.707547 75
P3526 0.707547 75
P1436 0.707317 58
P1344 0.707317 29
P3047 0.707317 29
P1232 0.707120 437
P3288 0.706587 118
P3390 0.705882 48
P1725 0.705479 309
P3111 0.703704 285
P2272 0.702899 97
P3677 0.702128 33
P1024 0.700685 1126
P1865 0.700000 28
P2372 0.700000 7
P3036 0.700000 119
P2106 0.700000 14
P2429 0.699531 298
P2132 0.699507 284
P2768 0.698675 422
P3679 0.698630 51
P1657 0.698148 377
P3882 0.697674 30
P1297 0.696970 506
P1670 0.696850 177
P1957 0.696429 39
P1775 0.696429 156
P2535 0.695980 277
P2552 0.695652 16
P2412 0.695652 16
P1385 0.694215 84
P1505 0.694215 168
P1309 0.692308 27
P2974 0.692308 9
P3774 0.692308 18
P2950 0.692308 9
P1939 0.692308 27
P2619 0.692308 9
P3690 0.692308 9
P1429 0.691489 65
P2073 0.690722 67
P1623 0.690722 201
P2169 0.690476 58
P1496 0.690141 98
P2834 0.689655 20
P2713 0.689655 40
P2719 0.688889 31
P2131 0.688679 146
P1198 0.688073 150
P2031 0.687500 11
P1869 0.687500 11
P2380 0.687500 11
P3814 0.687500 22
P3781 0.687204 145
P3163 0.686869 136
P1831 0.686420 278
P2959 0.686047 59
P2467 0.685879 238
P1201 0.684848 113
P1590 0.684211 143
P2951 0.684211 13
P1599 0.683417 544
P3890 0.682540 43
P3208 0.682039 281
P3191 0.681979 193
P3004 0.681818 15
P2890 0.681818 30
P1830 0.681416 154
P2015 0.680297 183
P3364 0.680000 17
P3527 0.679510 388
P2638 0.679012 55
P3075 0.677419 21
P1536 0.676471 46
P3376 0.675676 25
P2800 0.675676 25
P1637 0.674877 274
P2560 0.674797 166
P3109 0.674797 166
P2426 0.674528 143
P3518 0.673469 33
P2091 0.671141 200
P1733 0.671053 102
P1650 0.670927 210
P1625 0.670913 632
P1864 0.670757 328
P1612 0.670715 497
P2580 0.670103 65
P2013 0.668919 198
P2711 0.668508 121
P1682 0.667494 269
P3079 0.666667 14
P3939 0.666667 6
P1963 0.666667 8
P2944 0.666667 10
P3694 0.666667 24
P2645 0.666667 16
P1982 0.666667 60
P3253 0.666667 6
P3161 0.666667 12
P3151 0.666667 18
P3404 0.666667 46
P1219 0.666667 28
P2772 0.666667 8
P3377 0.666667 10
P2789 0.666667 130
P2784 0.666667 40
P1739 0.666667 94
P3239 0.666667 148
P3664 0.666667 6
P2416 0.666667 12
P2129 0.666667 38
P3581 0.666667 8
P2501 0.666667 88
P2549 0.666667 14
P3310 0.666667 60
P2514 0.666667 10
P2166 0.666667 8
P3069 0.666667 12
P2452 0.666667 14
P2610 0.666667 20
P2640 0.666667 6
P1688 0.665049 274
P1441 0.664452 200
P1111 0.664430 99
P2055 0.664336 95
P1090 0.664201 449
P1587 0.663866 79
P3619 0.663265 65
P1537 0.663212 128
P1806 0.662757 226
P2748 0.662453 524
P1413 0.662162 343
P3398 0.661538 43
P3312 0.661157 80
P3305 0.660714 37
P2088 0.660000 33
P1416 0.659574 248
P3195 0.659420 91
P1584 0.658754 222
P3150 0.658228 52
P3894 0.658228 104
P1264 0.658147 412
P1872 0.657895 25
P1355 0.657682 244
P2889 0.657143 23
P2064 0.657005 136
P1630 0.656489 172
P1303 0.655548 963
P2084 0.654618 163
P1488 0.653979 189
P1280 0.653846 102
P3084 0.653846 17
P3816 0.653595 100
P2437 0.653165 258
P3561 0.653061 32
P1601 0.652708 904
P2241 0.652058 491
P3433 0.651852 88
P3120 0.651163 28
P2196 0.651163 112
P1916 0.651064 153
P1948 0.650794 41
P3427 0.650602 54
P1627 0.650391 333
P1708 0.650273 357
P3186 0.650000 13
P2983 0.650000 13
P2777 0.650000 13
P2173 0.649596 241
P3579 0.649123 37
P2424 0.648936 366
P2321 0.648649 240
P1083 0.648136 956
P1408 0.648000 243
P3378 0.647059 11
P1294 0.647059 198
P2297 0.647059 11
P3393 0.647059 11
P2282 0.645695 195
P3400 0.645669 82
P3613 0.644628 78
P2822 0.644013 199
P1996 0.643062 672
P2705 0.642857 828
P2411 0.642857 9
P3691 0.642857 9
P2195 0.642857 9
P1479 0.642857 9
P3777 0.642857 18
P2190 0.642708 921
P1575 0.642570 160
P2878 0.642398 300
P1062 0.641176 218
P1369 0.640394 130
P3759 0.640351 73
P1671 0.640316 162
P1641 0.640271 283
P3468 0.640000 16
P3549 0.640000 80
P3799 0.639344 39
P3609 0.638710 99
P3698 0.638298 30
P1736 0.638095 67
P1501 0.637555 146
P1079 0.636888 663
P2657 0.636516 380
P3560 0.636364 49
P1134 0.636364 7
P1403 0.636364 21
P3063 0.636364 14
P2842 0.636364 7
P3015 0.636364 7
P2863 0.636364 21
P1259 0.636364 84
P1764 0.635294 108
P2087 0.635135 47
P1972 0.634146 78
P1727 0.634146 78
