P1435 0.633880 116
P1022 0.633223 953
P1634 0.632937 319
P2313 0.632353 86
P1658 0.631902 103
P3570 0.631579 84
P3117 0.631579 12
P2900 0.631579 24
P3925 0.631206 89
P3715 0.631148 154
P1648 0.630979 277
P2623 0.629630 17
P1669 0.629477 457
P1899 0.629179 207
P2387 0.629032 39
P1477 0.628906 161
P1188 0.628131 326
P2675 0.627907 27
P3655 0.627660 59
P3750 0.627660 59
P3311 0.627451 64
P1347 0.627451 32
P1068 0.626970 358
P3042 0.626866 42
P1152 0.626168 67
P1061 0.625850 1380
P3592 0.625000 5
P3597 0.625000 125
P2612 0.625000 10
P1744 0.625000 125
P2673 0.625000 5
P3887 0.625000 40
P3028 0.625000 185
P1346 0.625000 70
P1311 0.625000 30
P2135 0.625000 40
P3359 0.625000 5
P2026 0.625000 10
P1025 0.624650 892
P2274 0.623810 131
P3612 0.623762 63
P2014 0.623762 126
P3583 0.622951 38
P3108 0.622419 211
P1694 0.622047 79
P1261 0.622010 130
P1072 0.621647 672
P3201 0.621622 23
P2721 0.620939 172
P1206 0.620833 149
P3241 0.620690 72
P1000 0.620304 7265
P2147 0.620000 31
P1163 0.619565 57
P1747 0.619565 57
P3152 0.619403 83
P2199 0.619048 117
P1699 0.618812 625
P1978 0.618656 451
P1019 0.618421 611
P1151 0.616613 193
P1934 0.616317 763
P3813 0.616162 122
P2843 0.615385 80
P1376 0.615385 16
P2601 0.615385 8
P2250 0.615385 8
P3184 0.615385 8
P2651 0.615385 32
P2370 0.615385 8
P1304 0.614657 260
P1009 0.614079 1230
P3192 0.614068 323
P2697 0.613740 402
P2653 0.613636 378
P2389 0.613636 54
P2451 0.613636 27
P1917 0.613139 84
P1789 0.612981 255
P1555 0.612903 19
P2665 0.612069 142
P2658 0.611702 115
P1786 0.611650 315
P3844 0.611111 11
P2153 0.611111 88
P2445 0.611111 22
P2264 0.611111 11
P2315 0.611111 11
P2009 0.610294 83
P3365 0.610169 36
P1918 0.610000 61
P1115 0.609428 362
P3780 0.608696 14
P3411 0.608696 14
P3429 0.608696 14
P2381 0.608696 14
P2447 0.608696 28
P3227 0.608333 73
P3601 0.608247 59
P1113 0.607378 461
P1234 0.607143 17
P3505 0.606928 403
P1925 0.606880 494
P3714 0.606607 202
P1754 0.606599 239
P3416 0.606557 37
P1782 0.606327 345
P1716 0.606195 137
P1958 0.606061 20
P2112 0.605634 43
P3039 0.605505 330
P3430 0.605263 46
P3103 0.605263 23
P1731 0.604762 127
P2402 0.604651 52
P3453 0.604651 26
P3114 0.603774 32
P1748 0.603774 32
P1986 0.603774 96
P1620 0.603482 312
P1923 0.603113 310
P2947 0.602740 44
P1656 0.601852 65
P2815 0.601667 361
P2393 0.601093 110
P1339 0.600000 156
P2936 0.600000 15
P2940 0.600000 24
P2541 0.600000 6
P2516 0.600000 9
P2482 0.600000 72
P2469 0.600000 18
P1838 0.600000 9
P2078 0.600000 18
P2905 0.600000 15
P3650 0.600000 24
P3905 0.600000 6
P3831 0.600000 105
P3358 0.600000 6
P3913 0.600000 6
P3362 0.600000 18
P3405 0.600000 9
P1289 0.600000 33
P2339 0.599542 262
P1180 0.599156 284
P1076 0.599147 562
P1494 0.599138 278
P2157 0.598639 176
P3160 0.598485 79
P2425 0.597701 104
P2796 0.597484 95
P1662 0.597222 129
P1318 0.597183 212
P2799 0.596774 37
P3105 0.596674 287
P3112 0.595903 320
P1088 0.595768 1070
P1548 0.595745 28
P2005 0.595671 1211
P1609 0.595623 626
P3401 0.595588 81
P3012 0.595238 25
P3529 0.595238 275
P1927 0.595060 795
P3301 0.594937 47
P2698 0.594937 47
P1172 0.594203 41
P1700 0.593548 184
P1260 0.593464 454
P1675 0.592784 115
P1004 0.592740 1192
P1510 0.592727 163
P3341 0.592593 32
P2939 0.592593 16
P1226 0.592511 269
P3669 0.592366 388
P3032 0.592040 119
P3892 0.591954 103
P2699 0.591837 29
P2958 0.591716 100
P1087 0.591487 1070
P3530 0.591449 249
P3055 0.590909 13
P3102 0.590909 13
P1956 0.590909 39
P2391 0.590909 52
P3876 0.590038 154
P1065 0.590022 272
P1055 0.589905 561
P3061 0.589744 23
P2660 0.589286 165
P1415 0.589222 492
P1960 0.589041 43
P1037 0.588933 894
P3791 0.588889 53
P2261 0.588235 10
P1183 0.588235 20
P2690 0.588235 10
P2167 0.588235 10
P3508 0.588235 10
P2664 0.588235 40
P3060 0.587838 87
P3171 0.587800 318
P1145 0.587500 188
P1296 0.587349 585
P1258 0.587234 138
P2414 0.586957 27
P1965 0.586842 223
P1042 0.586803 747
P2246 0.586466 78
P1491 0.586279 564
P3447 0.586207 17
P3636 0.586207 17
P1452 0.585693 786
P2783 0.585635 318
P1406 0.585366 480
P1349 0.584323 246
P1593 0.584184 229
P1774 0.583969 153
P1704 0.583871 181
P1078 0.583700 265
P1454 0.583333 7
P3081 0.583333 7
P1772 0.583333 63
P2257 0.582873 422
P2734 0.582689 377
P3573 0.582651 356
P1785 0.582418 53
P3688 0.582278 46
P2103 0.582090 39
P1122 0.581897 135
P2021 0.581633 114
P1735 0.581281 118
P2548 0.581081 43
P1668 0.581028 294
P1808 0.580645 36
P1434 0.580645 198
P3538 0.580420 83
P1600 0.580328 531
P1129 0.580000 58
P3128 0.579710 40
P1768 0.579592 142
P1197 0.579404 467
P1458 0.578947 352
P2509 0.578947 11
P1801 0.578836 547
P1499 0.578080 596
P2659 0.578073 522
P1539 0.577320 56
P1077 0.577114 116
P3643 0.576923 30
P3588 0.576271 34
P1898 0.575668 388
P2521 0.575071 203
P1290 0.575000 46
P1401 0.574468 27
P1947 0.574468 54
P2150 0.574423 274
P3203 0.574394 166
P2795 0.574194 89
P3480 0.574074 31
P2434 0.573585 760
P3041 0.573034 51
P1861 0.572433 407
P2431 0.572106 603
P3886 0.571429 48
P3725 0.571429 56
P3424 0.571429 8
P3614 0.571429 24
P3204 0.571429 36
P3465 0.571429 8
P2123 0.571429 20
P2975 0.571429 8
P2538 0.571429 16
P3861 0.571429 12
P2567 0.571429 8
P2642 0.571429 12
P3840 0.571429 8
P1642 0.571186 337
P3562 0.570815 133
P2875 0.570463 591
P2072 0.570312 73
P3571 0.569980 281
P2281 0.569767 147
P1912 0.569707 331
P2058 0.569106 70
P1945 0.568627 29
P3872 0.568627 29
P1598 0.568452 191
P3870 0.568182 75
P1860 0.568000 142
P2275 0.567308 59
P2534 0.566667 17
P1478 0.566667 51
P1895 0.566667 68
P2326 0.566667 680
P3620 0.566667 85
P3572 0.566524 264
P2760 0.566372 128
P1921 0.566372 64
P2806 0.566138 321
P1222 0.565982 193
P2669 0.565657 112
P3130 0.565378 307
P3046 0.565217 26
P1777 0.565217 104
P2251 0.565022 252
P3406 0.564706 48
P1763 0.564516 35
P2632 0.564516 70
P1746 0.564286 79
P3477 0.563107 58
P2718 0.562963 152
P1717 0.562925 331
P1063 0.562678 395
P2409 0.562500 45
P2558 0.562500 9
P2256 0.562500 9
P1655 0.562500 144
P2788 0.562500 54
P2984 0.562500 18
P3523 0.562500 36
P1697 0.562212 244
P2003 0.562189 113
P2879 0.562123 466
P3144 0.561917 422
P3043 0.561905 177
P2982 0.561404 96
P3029 0.560606 74
P2938 0.560510 88
P1445 0.560440 51
P2972 0.560000 14
P1231 0.559758 370
P2194 0.559165 241
P1677 0.559055 355
P1651 0.559028 322
P3469 0.558824 19
P1217 0.558824 190
P3519 0.558511 105
P3934 0.558140 24
P3864 0.558140 24
P3924 0.557895 53
P1635 0.557545 218
P2816 0.557312 141
P1502 0.557284 394
P1495 0.557229 185
P1449 0.557203 263
P2010 0.557143 39
P1002 0.557015 1612
P1425 0.556962 44
P3437 0.556745 260
P3011 0.556522 64
P1567 0.556465 340
P1053 0.555863 1005
P1616 0.555686 474
P1988 0.555556 5
P3693 0.555556 10
P2164 0.555556 35
P1137 0.555556 15
P3771 0.555556 35
P1721 0.555556 55
P1936 0.555556 5
P2122 0.555556 75
P2885 0.555556 5
P2731 0.555195 171
P2591 0.554688 71
P1190 0.554688 284
P2395 0.554455 168
P1715 0.554000 277
P1589 0.553699 232
P3516 0.553571 93
P2662 0.553571 248
P1110 0.553314 192
P2287 0.553114 151
P3149 0.552632 21
P3682 0.552632 42
P2062 0.552632 42
P2506 0.552448 158
P2620 0.552239 111
P3713 0.552050 175
P3479 0.551948 85
P3336 0.551724 48
P1582 0.551724 16
P1970 0.551402 118
P1941 0.550143 192
P2773 0.550000 11
P3185 0.550000 11
P2337 0.550000 319
P2554 0.550000 55
P2119 0.550000 66
P3436 0.549645 155
P2432 0.549550 183
P3235 0.549180 67
P3157 0.548961 185
P3926 0.548780 45
P1196 0.548463 696
P2236 0.548387 17
P3857 0.548387 17
P1086 0.547584 374
P3223 0.547408 866
P3392 0.547170 29
P1705 0.546875 175
P1523 0.546667 41
P1574 0.545882 232
P2899 0.545455 6
P2634 0.545455 42
P2271 0.545455 6
P2113 0.545455 6
P2935 0.545455 6
P2643 0.545455 6
P3321 0.545455 18
P1766 0.544715 67
P1116 0.544571 336
P2523 0.544444 49
P1149 0.544365 227
P1440 0.544304 43
P1577 0.543860 124
P1293 0.542688 642
P3657 0.542169 45
P1054 0.542034 677
P1236 0.541935 84
P1737 0.541667 78
P3483 0.541667 13
P2156 0.541667 39
P1728 0.541176 46
P2715 0.541096 79
P1633 0.540670 226
P1396 0.540541 80
P2873 0.540541 20
P3315 0.540230 94
P1710 0.540146 222
P1221 0.539744 421
P3512 0.539474 41
P3050 0.539216 55
P1812 0.538732 153
P3862 0.538462 7
P1286 0.538462 35
P1749 0.538462 21
P3327 0.538462 7
P1919 0.537736 57
P2565 0.537415 395
P2037 0.537209 231
P1781 0.537190 65
P2284 0.537037 29
P1663 0.537037 116
P1571 0.537002 283
P2749 0.536817 226
P1074 0.536797 124
P3741 0.536585 22
P3173 0.536364 354
P1509 0.536364 236
P1216 0.536364 236
P3397 0.535714 15
P3303 0.535714 15
P2158 0.535714 30
P3668 0.535576 414
P3131 0.535316 144
P3867 0.535211 38
P1139 0.535211 38
P1826 0.534687 316
P2151 0.534483 155
P1417 0.534392 101
P1228 0.534279 226
P1511 0.534091 94
P1475 0.533913 307
P1742 0.533708 95
P3544 0.533537 175
P3176 0.533333 40
P2476 0.533333 16
P2888 0.533333 8
P1481 0.533333 8
P3350 0.533333 16
P1752 0.533333 88
P3077 0.533333 8
P1730 0.532710 57
P2502 0.532609 98
P1107 0.531915 100
P1914 0.531915 150
P1126 0.531646 42
P1194 0.531646 84
P1334 0.531401 220
P3559 0.531250 17
P1081 0.530822 155
P1085 0.530632 537
P1718 0.530612 130
P3670 0.530137 387
P3598 0.530120 44
P3293 0.530063 335
P3504 0.530017 309
P2460 0.529968 168
P2002 0.529737 2583
P2360 0.529412 9
P2537 0.529412 9
P3258 0.529412 36
P1182 0.529412 9
P3134 0.529412 18
P1649 0.529274 226
P1863 0.529126 218
P2733 0.529123 754
P1857 0.528902 366
P1102 0.528600 268
P1080 0.528571 74
P1322 0.528455 65
P2678 0.528302 28
P2302 0.528302 168
P1566 0.528282 495
P1047 0.528047 979
P3531 0.527972 302
P1485 0.527958 406
P1051 0.527917 1371
P1283 0.527778 57
P2063 0.527559 67
P1253 0.527273 29
P1489 0.527187 223
P1829 0.527027 78
P1794 0.527027 78
P1720 0.526882 49
P2152 0.526841 422
P3828 0.526316 10
P3921 0.526316 10
P3242 0.526316 150
P1353 0.526316 10
P3456 0.526316 50
P1108 0.526205 251
P1722 0.525773 102
P1487 0.525680 174
P1989 0.525581 113
P2811 0.525490 134
P1908 0.524752 106
P3325 0.524590 32
P1971 0.523810 22
P1760 0.523810 44
P3059 0.523810 11
P2433 0.523169 350
P3449 0.522727 23
P1161 0.522727 23
P1607 0.522453 477
P1828 0.522449 256
P2618 0.522388 210
P2708 0.522124 118
P2802 0.521978 95
P2600 0.521940 226
P1013 0.521847 1469
P2094 0.521739 12
P2025 0.521739 60
P1181 0.521739 12
P2710 0.521739 36
P1544 0.521739 12
P3638 0.521127 37
P3866 0.520548 38
P1331 0.520000 65
P3521 0.519737 79
P2323 0.519737 158
P1711 0.519573 292
P1034 0.519560 850
P2790 0.519337 94
P1856 0.519252 472
P3689 0.518868 55
P1910 0.518797 138
P1295 0.518750 498
P1640 0.518717 291
P1583 0.518672 125
P1207 0.518564 838
P3639 0.518519 28
P2639 0.518519 56
P2547 0.518293 85
P1858 0.518243 696
P3718 0.518182 57
P3585 0.517857 203
P1690 0.517720 336
P2973 0.517241 15
P1813 0.517241 15
P2606 0.517241 15
P3126 0.517073 106
P3895 0.516949 61
P3478 0.516667 31
P2833 0.516129 16
P1556 0.516129 16
P1412 0.515777 850
P3354 0.515625 33
P1877 0.515199 661
P3307 0.515152 85
P3335 0.515152 17
P2656 0.515088 495
P1520 0.514634 211
P3213 0.514493 71
P2839 0.513699 75
P1457 0.513636 113
P2138 0.513514 19
P3517 0.513514 38
P1103 0.513451 668
P1879 0.513064 216
P2358 0.512821 20
P2735 0.512195 21
P2529 0.512195 84
P2327 0.512195 126
P2908 0.512195 21
P3622 0.511905 43
P1644 0.511749 196
P1535 0.511719 131
P3832 0.511628 22
P1402 0.511628 22
P3658 0.511628 22
P3893 0.511236 91
P2602 0.511111 23
P1324 0.511041 162
P2227 0.510924 304
P1562 0.510706 644
P1420 0.510638 48
P3873 0.510638 24
P2916 0.510638 48
P3265 0.510490 73
P1531 0.509294 137
P2743 0.509228 607
P2530 0.509091 56
P1230 0.508967 596
P1064 0.508213 526
P3137 0.508197 31
P3770 0.508197 31
P1089 0.507987 477
P3166 0.507559 235
P1461 0.507353 69
P1665 0.507177 106
P1187 0.507082 358
P1618 0.506906 367
P3728 0.506849 74
P2096 0.506812 186
P3142 0.506799 410
P2727 0.506726 226
P1468 0.506375 278
P2067 0.506329 40
P1602 0.506098 664
P1021 0.506079 333
P3511 0.505882 43
P3743 0.505882 86
P1084 0.505706 709
P2235 0.505618 45
P1057 0.505205 825
P2820 0.505062 449
P2518 0.504950 51
P1745 0.504132 61
P1143 0.503263 617
P1629 0.503021 333
P2162 0.502994 84
P1307 0.502814 268
P2986 0.502618 96
P1526 0.502203 114
P2561 0.502030 371
P2786 0.501805 139
P3139 0.500654 383
P1868 0.500000 30
P3193 0.500000 92
P1994 0.500000 12
P2420 0.500000 28
P1639 0.500000 311
P3078 0.500000 5
P3093 0.500000 93
P2896 0.500000 24
P2969 0.500000 14
P3885 0.500000 42
P1141 0.500000 21
P2929 0.500000 39
P1372 0.500000 34
P2368 0.500000 8
P2017 0.500000 126
P2070 0.500000 36
P2377 0.500000 16
P2747 0.500000 65
P2955 0.500000 8
P3485 0.500000 8
P1275 0.500000 5
P2614 0.500000 18
P3273 0.500000 5
P3790 0.500000 63
P2825 0.500000 36
P1950 0.500000 28
P2486 0.500000 11
P3716 0.500000 17
P2454 0.500000 9
P2207 0.500000 16
P3875 0.500000 76
P1157 0.500000 14
P3606 0.500000 7
P2652 0.500000 19
P2263 0.500000 5
P1534 0.500000 37
P3761 0.500000 55
P3276 0.500000 37
P1050 0.499405 840
P1032 0.499115 282
P1724 0.498832 427
P2328 0.498498 166
P3210 0.498361 152
P2621 0.498113 132
P1570 0.497778 112
P1622 0.497297 184
P1299 0.496970 164
P1345 0.496764 307
P2179 0.496552 792
P3810 0.496454 70
P1834 0.496237 923
P1810 0.496183 65
P3035 0.495726 58
P3600 0.495238 52
P3098 0.495192 309
P2461 0.494382 44
P2144 0.494382 88
P3671 0.493220 291
P1645 0.493188 181
P3270 0.492958 35
P2596 0.492754 34
P3007 0.492754 34
P1497 0.492713 1420
P2300 0.492095 249
P1263 0.491945 397
P1128 0.491803 90
P3930 0.491713 89
P2296 0.491525 58
P1878 0.491483 981
P1059 0.491412 1173
P1686 0.490909 27
P1706 0.490765 186
P2442 0.490741 265
P3300 0.490741 53
P2676 0.490566 26
P3044 0.489796 48
P1943 0.489583 47
P2197 0.489362 92
P3451 0.489209 68
P1613 0.489011 623
P2126 0.488479 106
P2809 0.488127 740
P1818 0.487985 264
P1920 0.487805 20
P1453 0.487365 135
P2957 0.487223 286
P3631 0.487218 324
P3443 0.487179 19
P2728 0.486784 221
P1506 0.486486 54
P1949 0.486486 18
P3296 0.486486 54
P2225 0.486381 125
P2039 0.485893 310
P3045 0.485714 68
P1310 0.484848 16
P1679 0.484655 379
P1428 0.484536 47
P3174 0.484456 187
P2245 0.484317 525
P3175 0.484227 307
P1783 0.483957 181
P3326 0.483871 15
P3470 0.483871 15
P2876 0.483794 403
P2006 0.483709 772
P2252 0.483209 259
P3696 0.483146 43
P1905 0.482759 14
P3339 0.482587 291
P3438 0.482323 191
P1066 0.482307 995
P2440 0.482025 657
P1835 0.481943 387
P2228 0.481717 303
P3884 0.481690 171
P1660 0.481591 327
P2829 0.481481 52
P3426 0.481481 13
P3580 0.481481 78
P3156 0.481419 285
P1467 0.481132 51
P3439 0.481013 114
P3197 0.481013 76
P2012 0.480687 112
P1578 0.480676 199
P2001 0.480560 309
P1202 0.480421 822
P3229 0.480392 147
P1410 0.480315 61
P1218 0.480258 596
P1821 0.480230 668
P2071 0.480000 24
P1707 0.480000 264
P3189 0.480000 12
P1823 0.479803 487
P1726 0.479762 403
P2465 0.479532 82
P1729 0.478788 79
P1580 0.478261 33
P1390 0.478261 110
P2730 0.477765 419
P2121 0.477509 138
P3322 0.477273 42
